#{"t_start": 1736976260.7426088, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
1400.0,7543,12262.474191
560.0,3273,12265.437429
515.0,4101,12289.786713
780.0,4204,12293.48195
1225.0,5894,12298.785363
545.0,3167,12301.974059
1295.0,7069,12308.469195
575.0,4581,12314.092992
1045.0,5923,12319.950614
580.0,3629,12323.170157
600.0,4185,12326.893794
600.0,3767,12330.272955
1115.0,5909,12335.530874
545.0,3301,12338.716737
540.0,3774,12343.74971
570.0,3472,12346.866514
605.0,3313,12349.837674
510.0,3145,12352.594311
570.0,3940,12356.113384
570.0,3535,12359.200596
600.0,4043,12362.751541
675.0,3249,12365.636873
100.0,1117,12366.662609
330.0,2537,12368.993944
660.0,4555,12374.545868
800.0,3863,12378.061185
570.0,3123,12380.860273
1100.0,6685,12401.775379
745.0,4287,12407.437114
575.0,4178,12411.117424
1550.0,7143,12417.394428
985.0,5759,12422.542297
780.0,4512,12426.71005
575.0,4076,12430.401844
570.0,4512,12434.557726
455.0,4031,12440.100408
600.0,3345,12443.024862
780.0,3593,12446.135411
525.0,3393,12449.158063
600.0,3329,12452.014521
605.0,3933,12455.492755
800.0,3397,12458.822807
1300.0,6739,12464.920038
1175.0,6749,12472.488138
555.0,3557,12475.601304
545.0,4000,12479.26052
600.0,3821,12482.647568
575.0,3052,12485.428961
600.0,4027,12488.978029
1080.0,6629,12508.836952
800.0,4555,12513.064534
600.0,3717,12516.341496
750.0,3657,12519.546628
600.0,3709,12522.77262
975.0,6745,12528.682477
600.0,3995,12533.628137
615.0,3153,12536.422772
515.0,3744,12539.73542
770.0,3237,12542.566172
545.0,3237,12545.510365
775.0,3685,12548.855051
1045.0,6735,12554.871279
580.0,3961,12558.801253
515.0,3977,12563.907639
605.0,4413,12567.81531
600.0,3885,12571.213908
1265.0,7191,12577.535423
600.0,3785,12580.84733
800.0,3731,12584.220036
600.0,3705,12587.681477
930.0,6075,12594.665929
1045.0,7935,12601.842834
600.0,4389,12623.193445
800.0,4121,12628.352178
515.0,3525,12631.772876
600.0,4063,12635.367292
490.0,3493,12638.476779
720.0,3925,12641.913275
1150.0,6055,12647.509676
500.0,3445,12650.690549
660.0,3329,12653.709851
530.0,4064,12658.874451
1495.0,9079,12667.052633
510.0,3861,12670.525862
1010.0,7752,12677.846246
515.0,3457,12680.961437
545.0,3489,12684.060892
875.0,3665,12688.848993
1290.0,6707,12694.776888
810.0,4121,12698.440577
545.0,3285,12701.447714
1375.0,7067,12708.171901
600.0,3697,12711.467897
545.0,4100,12715.125644
600.0,4419,12734.025288
545.0,3429,12737.495119
515.0,4651,12741.701856
440.0,3645,12745.042355
800.0,3801,12748.439341
1710.0,8973,12758.017131
605.0,3963,12761.655554
500.0,3649,12764.946347
1395.0,7191,12771.432441
935.0,6584,12777.446519
600.0,4333,12782.089153
605.0,3493,12786.141932
1225.0,6521,12792.112682
605.0,3645,12795.41078
545.0,3882,12799.264572
545.0,3258,12802.244632
800.0,3945,12805.769143
805.0,4063,12809.405259
1350.0,7370,12817.593613
605.0,4213,12821.416877
545.0,3984,12824.91715
835.0,5921,12846.362014
520.0,3883,12849.752841
600.0,4293,12853.559434
710.0,3429,12856.989048
800.0,3877,12860.373008
570.0,3751,12863.656712
735.0,4817,12867.944629
600.0,4223,12871.683533
630.0,4333,12875.495459
570.0,3408,12880.041335
1525.0,7397,12886.649848
570.0,4064,12890.283334
575.0,3864,12893.779244
600.0,3641,12897.105263
1430.0,7563,12903.763049
600.0,3937,12907.238083
455.0,3445,12911.73712
570.0,3609,12914.849798
755.0,5113,12919.812394
965.0,5915,12925.035532
470.0,2705,12927.369722
1570.0,6995,12933.569531
370.0,2578,12935.822417
490.0,4205,12953.656076
335.0,3371,12956.78229
670.0,3885,12960.24429
370.0,3467,12963.631309
775.0,3549,12966.796572
605.0,4065,12971.874452
800.0,3981,12975.318883
800.0,4385,12979.16517
1180.0,6890,12985.093596
1555.0,8323,12992.164792
345.0,2177,12994.06567
600.0,4737,12998.291272
1175.0,7380,13006.745657
1690.0,7365,13013.312985
420.0,4173,13016.826033
540.0,3799,13020.190068
875.0,6027,13025.504501
570.0,3388,13028.521071
1065.0,6211,13035.520225
575.0,3834,13039.460799
395.0,2415,13041.532701
370.0,2997,13044.174837
545.0,3493,13059.647487
720.0,3894,13062.967783
575.0,3860,13068.104732
405.0,2339,13070.199473
945.0,5947,13075.531147
570.0,3756,13078.97752
1235.0,7605,13085.835703
1865.0,10671,13095.157101
570.0,3789,13099.986681
465.0,3583,13103.003266
1600.0,8595,13110.52335
545.0,3201,13113.313187
570.0,3276,13116.243026
980.0,6089,13121.611746
570.0,2953,13124.170599
600.0,3729,13127.491827
1130.0,7227,13135.492499
545.0,3251,13138.360513
570.0,3730,13141.66348
1205.0,7604,13148.346534
750.0,4769,13169.155102
600.0,4109,13173.045647
600.0,4563,13177.028436
700.0,4365,13180.890875
800.0,4477,13184.779224
1525.0,9542,13194.690816
525.0,4063,13198.355146
570.0,3742,13201.705309
545.0,2910,13204.353618
485.0,3389,13207.442134
555.0,3236,13210.342219
1175.0,6649,13216.527672
1125.0,6833,13224.105459
600.0,3549,13227.314619
545.0,4205,13231.086483
570.0,3891,13234.573003
1430.0,8715,13242.401132
610.0,3867,13245.809513
1120.0,7375,13252.267089
800.0,3933,13257.326319
545.0,3954,13260.853565
600.0,4149,13275.258166
550.0,3655,13278.925672
1290.0,7437,13287.048729
600.0,3985,13290.5907
1330.0,8065,13297.709689
480.0,2849,13300.258121
520.0,3445,13303.347759
550.0,3898,13306.80961
575.0,3167,13309.637781
1980.0,11123,13320.885479
745.0,3777,13324.313008
265.0,1797,13325.997193
600.0,4689,13330.220738
1230.0,8993,13338.169831
570.0,4177,13341.868525
600.0,4069,13345.491525
550.0,4793,13351.288824
550.0,3220,13354.159504
610.0,3599,13357.380045
600.0,3661,13360.658831
420.0,2399,13362.905401
800.0,4039,13366.641896
555.0,2953,13381.497963
265.0,2415,13383.874307
600.0,3495,13387.030057
800.0,3743,13390.3554
1230.0,7385,13396.818683
635.0,4097,13400.428964
715.0,3957,13403.825876
545.0,4143,13407.38521
705.0,3415,13410.590805
1035.0,6047,13417.706727
285.0,2333,13419.777133
540.0,3457,13422.871445
1375.0,7404,13429.696347
485.0,3803,13433.120539
1355.0,8247,13440.433174
570.0,4109,13445.591593
600.0,4621,13449.730327
715.0,4181,13453.459486
1155.0,7317,13460.119114
755.0,4079,13463.811219
1170.0,6441,13469.617437
515.0,3801,13473.066678
555.0,3399,13493.238785
780.0,4296,13497.026573
455.0,3521,13500.29143
600.0,4265,13504.384215
1705.0,8527,13513.544958
1400.0,7258,13519.906924
770.0,3408,13522.805775
480.0,4221,13526.571498
425.0,2863,13529.150717
585.0,3589,13532.778495
600.0,3989,13536.26791
470.0,3409,13540.834819
725.0,4023,13544.440003
570.0,3689,13547.730873
675.0,3689,13551.184026
570.0,4070,13554.845562
575.0,4598,13558.857391
1170.0,7565,13565.652859
550.0,3256,13568.574451
570.0,3663,13573.307117
295.0,3151,13576.184555
600.0,4553,13580.260521
525.0,3798,13583.826935
575.0,3800,13599.971675
570.0,3975,13604.949199
605.0,3079,13607.935388
600.0,4293,13611.749181
545.0,3842,13615.163681
550.0,2698,13617.600132
600.0,4435,13621.478218
785.0,5119,13626.078851
555.0,3956,13629.634353
600.0,4001,13634.664408
575.0,3017,13637.381493
845.0,5983,13642.743858
940.0,6473,13648.48807
1145.0,7163,13655.141627
600.0,3543,13658.409491
720.0,4093,13662.006131
800.0,3405,13666.50111
540.0,3567,13669.722849
575.0,3654,13672.893418
1405.0,6999,13679.189056
510.0,3151,13681.99868
800.0,4563,13686.053238
600.0,3933,13689.613731
495.0,3373,13692.619726
545.0,3977,13710.052727
530.0,3768,13713.552208
1185.0,6974,13719.729609
460.0,4187,13723.366333
570.0,4265,13728.603228
540.0,3211,13731.385905
770.0,3636,13734.561
1000.0,6087,13739.957909
990.0,4937,13744.449184
600.0,4373,13748.415933
570.0,3066,13751.133022
575.0,3583,13754.362778
600.0,3449,13757.418087
600.0,3181,13761.780938
535.0,3121,13764.643544
600.0,3807,13768.139175
550.0,3564,13771.48505
575.0,3923,13775.35856
600.0,3953,13778.926861
515.0,4487,13782.964588
720.0,4151,13786.67124
745.0,4023,13791.84903
530.0,4300,13795.687679
495.0,3583,13799.142978
745.0,4218,13803.023238
605.0,4451,13817.420077
495.0,3553,13820.574251
550.0,2875,13824.628461
740.0,4267,13828.454555
920.0,3660,13831.933284
600.0,3169,13834.79064
855.0,5922,13840.154705
440.0,3491,13843.296147
580.0,2981,13845.984177
1300.0,7889,13854.68493
675.0,3809,13858.183213
945.0,5614,13863.288299
605.0,3033,13866.037133
1155.0,7657,13872.941106
465.0,3377,13875.919595
695.0,3665,13879.237273
1010.0,5619,13885.794198
540.0,3363,13888.858166
1295.0,6801,13895.327933
530.0,3329,13898.331186
970.0,5917,13903.627153
800.0,3657,13906.846298
540.0,2988,13909.466058
775.0,4441,13927.201762
990.0,6983,13933.417116
500.0,3657,13936.965354
800.0,4337,13940.96481
605.0,3825,13944.259491
1410.0,7230,13952.07619
1205.0,7119,13958.309726
440.0,3777,13961.68613
600.0,4069,13965.33401
600.0,4961,13969.911165
1175.0,6383,13975.659697
525.0,3626,13980.38862
555.0,3511,13983.613427
545.0,3737,13987.096223
1010.0,3953,13990.628846
575.0,3116,13993.391197
575.0,4199,13997.091767
160.0,2071,13998.958072
575.0,3825,14002.373304
1400.0,7187,14008.729675
1050.0,7858,14017.700514
1375.0,7744,14040.644902
1725.0,9073,14050.673772
605.0,4079,14054.291553
1295.0,7559,14060.980982
745.0,5003,14065.364661
570.0,3634,14068.541867
550.0,3436,14071.496907
600.0,3417,14075.938451
545.0,3789,14079.211526
570.0,3130,14081.977934
1585.0,7687,14088.612114
1280.0,7389,14095.295068
600.0,4313,14099.129178
1305.0,7599,14107.387961
985.0,6401,14113.073519
590.0,4208,14116.785311
1230.0,9161,14124.912679
1545.0,8479,14147.485449
585.0,4393,14151.403553
575.0,3393,14154.596972
1530.0,7571,14161.465755
750.0,4284,14165.290237
550.0,3379,14169.839628
955.0,4613,14173.980726
745.0,3009,14176.713963
740.0,3109,14179.536126
440.0,3831,14183.064404
570.0,3351,14186.115608
670.0,3409,14189.124049
545.0,3536,14192.310788
530.0,3624,14195.587913
600.0,3237,14198.457132
1260.0,6829,14206.036747
770.0,3877,14209.565218
500.0,3473,14212.738195
540.0,3251,14215.68956
495.0,3701,14219.065985
530.0,3553,14222.351463
745.0,3981,14225.997672
545.0,3671,14229.293891
1150.0,8711,14238.612734
500.0,3623,14258.417383
560.0,4497,14263.848785
545.0,2789,14266.28828
510.0,3309,14269.725229
655.0,3619,14273.091725
1185.0,7923,14280.127378
495.0,3709,14283.498345
505.0,3537,14286.65523
540.0,3194,14289.509012
585.0,3803,14292.85532
545.0,3977,14297.906201
610.0,3971,14301.459944
540.0,3761,14304.846341
575.0,4060,14308.458751
575.0,3770,14311.907405
800.0,4213,14315.615493
545.0,3503,14318.758264
345.0,2655,14321.215862
570.0,3521,14324.337057
395.0,3607,14329.108412
1000.0,6847,14335.405288
1185.0,9107,14343.658279
525.0,4065,14347.419025
635.0,4605,14351.606958
545.0,3912,14369.853619
845.0,5309,14374.971702
705.0,2869,14377.542946
600.0,3689,14380.821404
1315.0,7431,14387.48143
570.0,5263,14393.747638
545.0,3571,14396.998878
600.0,4231,14400.82786
515.0,4038,14404.578414
645.0,3889,14408.138663
570.0,3911,14411.629085
545.0,3123,14414.425914
730.0,4933,14418.933739
805.0,5615,14425.534354
550.0,4129,14429.319722
770.0,3109,14432.133628
1080.0,7947,14439.277886
570.0,3372,14442.307
570.0,3551,14445.500629
970.0,4591,14449.692377
700.0,3393,14454.296725
540.0,3031,14457.11023
725.0,3563,14460.339065
500.0,3703,14479.422548
775.0,4528,14484.757545
605.0,3425,14487.975508
485.0,3401,14491.121919
1175.0,7961,14498.493167
600.0,3517,14501.737872
525.0,4117,14505.332716
575.0,3990,14508.991378
725.0,5833,14515.684353
515.0,3474,14518.844903
710.0,3488,14521.949126
805.0,3977,14525.583006
570.0,3316,14528.529011
575.0,3289,14531.467201
1145.0,9318,14539.705867
1000.0,6101,14545.165842
525.0,3307,14549.633931
1125.0,8033,14556.834478
545.0,3770,14560.240731
800.0,4681,14564.389239
545.0,2351,14566.523785
1240.0,5929,14571.828408
1100.0,6155,14594.631017
305.0,2675,14597.296009
575.0,4510,14601.436146
880.0,6823,14607.504317
970.0,4666,14613.476975
1155.0,7643,14620.448798
905.0,6211,14626.041759
800.0,3733,14629.442659
820.0,5529,14634.36847
700.0,3855,14637.894436
775.0,3010,14642.053266
570.0,3501,14645.222607
1285.0,8149,14652.497419
1060.0,6747,14658.583688
550.0,3371,14661.603118
1020.0,7309,14668.266506
545.0,3567,14673.013506
775.0,4291,14676.781387
545.0,2810,14679.28297
570.0,3642,14682.522347
1360.0,7714,14707.409976
745.0,3415,14710.51387
515.0,3555,14713.705674
545.0,4105,14717.677169
1600.0,7633,14724.513139
550.0,3073,14727.189998
600.0,4335,14731.055513
570.0,3652,14736.009465
600.0,3991,14739.487329
550.0,4050,14743.017625
630.0,3956,14746.44231
495.0,2220,14748.430682
300.0,2425,14750.641351
540.0,3427,14753.668152
570.0,3563,14756.766121
540.0,3961,14760.259645
445.0,4101,14763.880653
770.0,4081,14768.998158
715.0,4277,14772.828875
605.0,3957,14776.244616
540.0,3543,14779.380815
805.0,3267,14782.216619
770.0,3386,14785.134599
570.0,3635,14788.35256
1210.0,7259,14794.794981
570.0,3529,14799.534847
1150.0,6195,14817.826848
475.0,4093,14821.913263
570.0,3344,14825.402708
545.0,3754,14830.537257
1240.0,7365,14837.476586
810.0,3039,14840.351218
330.0,2653,14842.817641
600.0,3435,14845.979948
870.0,6464,14852.795727
515.0,4367,14857.065323
1185.0,7406,14865.958805
540.0,3081,14876.993138
595.0,3408,14881.226455
740.0,3730,14884.870328
525.0,3243,14887.988609
555.0,3797,14891.494142
495.0,4029,14896.597953
1600.0,7469,14903.255287
1300.0,8267,14910.70509
215.0,2317,14912.851426
540.0,3490,14915.972615
540.0,4733,14920.257359
575.0,3728,14938.188138
570.0,3893,14941.689239
515.0,3137,14944.954939
775.0,3433,14948.096458
425.0,4274,14951.958718
800.0,4805,14957.804537
575.0,3183,14960.715085
575.0,3530,14963.894932
600.0,3515,14967.079854
570.0,4016,14970.891071
1235.0,5881,14976.600238
570.0,3742,14979.99358
1385.0,7452,14988.135264
960.0,6177,14993.674016
515.0,4069,14997.333283
465.0,2643,14999.709295
1455.0,7055,15006.202674
600.0,3083,15008.975705
320.0,3001,15011.692157
515.0,3393,15014.750036
410.0,2562,15016.996894
570.0,4689,15022.644715
490.0,3057,15025.285967
705.0,4471,15029.478621
575.0,3130,15032.269989
545.0,3408,15051.2905
550.0,3959,15054.804301
720.0,4301,15058.585999
1015.0,6921,15065.208827
540.0,3337,15068.231847
520.0,2934,15070.878786
540.0,4189,15074.576029
405.0,2985,15077.203262
770.0,6193,15084.253776
545.0,3594,15087.616963
750.0,3251,15090.579249
545.0,3315,15093.790495
515.0,3318,15096.809554
775.0,3263,15099.770285
600.0,3601,15102.955074
740.0,4019,15106.497492
600.0,3465,15109.507338
700.0,2889,15113.580755
505.0,3189,15116.478377
985.0,5747,15121.545992
690.0,3617,15124.78206
755.0,2910,15127.337311
610.0,4685,15131.440336
1205.0,7280,15137.722166
520.0,3424,15140.784462
800.0,3711,15156.536442
1145.0,8503,15164.026785
545.0,3787,15167.814498
550.0,3658,15171.162457
605.0,4293,15176.618279
800.0,3945,15180.30083
575.0,3120,15182.995349
750.0,3882,15186.3485
695.0,4081,15189.952084
775.0,4461,15193.79054
580.0,4405,15197.647976
570.0,4407,15201.476079
600.0,3621,15204.586138
575.0,3600,15209.251539
800.0,4117,15213.357779
975.0,6837,15219.514754
570.0,3437,15222.66186
805.0,4625,15226.643158
575.0,4315,15230.507529
585.0,3681,15233.662993
800.0,3481,15236.732003
340.0,2333,15240.234664
600.0,3653,15243.47437
1175.0,4204,15247.189217
570.0,3225,15263.115137
605.0,3477,15266.158821
570.0,3968,15271.278789
550.0,3820,15275.079237
805.0,3741,15278.369976
490.0,3499,15281.564049
855.0,5889,15286.885363
800.0,3665,15290.166365
600.0,3767,15293.416943
535.0,3913,15296.818198
605.0,4489,15300.785351
1260.0,7677,15309.043803
330.0,2177,15311.013825
575.0,3692,15314.236059
800.0,3525,15317.367972
575.0,3541,15320.502371
775.0,3599,15323.75517
600.0,4783,15327.990948
600.0,4155,15331.998787
800.0,3765,15336.865148
1230.0,8519,15344.31204
515.0,3925,15347.750556
350.0,2338,15349.837574
600.0,4181,15353.513112
545.0,3448,15356.629594
1405.0,8389,15381.614583
1230.0,7613,15388.274781
800.0,4029,15391.88932
375.0,3389,15394.834868
690.0,4475,15400.339761
570.0,3457,15403.419987
600.0,3733,15406.755394
545.0,3781,15410.106694
600.0,3989,15413.692636
570.0,3891,15417.163455
550.0,3906,15420.652788
545.0,3337,15423.699824
745.0,4585,15429.356575
490.0,4697,15433.490397
530.0,3191,15436.375075
1405.0,7571,15443.084388
580.0,2668,15445.505825
570.0,3785,15448.856684
715.0,4387,15452.825816
1375.0,7779,15461.274626
1140.0,7353,15467.996894
1155.0,7626,15488.115159
545.0,3349,15492.560539
570.0,4179,15496.277908
370.0,2156,15498.524699
600.0,4205,15502.400623
540.0,3477,15505.415695
1145.0,7602,15512.214427
605.0,3915,15515.666061
895.0,5067,15520.191687
725.0,3510,15524.833395
525.0,3104,15527.573906
605.0,4381,15531.518337
1345.0,6825,15537.60562
1630.0,7227,15544.171554
575.0,3408,15547.264391
770.0,4287,15551.129
880.0,5879,15557.858554
1150.0,8960,15565.838509
570.0,3841,15569.264191
445.0,2897,15571.878334
340.0,2651,15574.265618
600.0,3577,15592.769707
575.0,2853,15595.271127
580.0,4064,15598.888105
605.0,3695,15602.150412
445.0,3705,15605.893483
605.0,3809,15609.284891
545.0,3465,15612.383411
575.0,3303,15615.294102
515.0,4079,15620.475901
540.0,3797,15623.861919
600.0,3637,15627.088003
340.0,2593,15629.377923
575.0,4327,15633.199475
930.0,5659,15638.104914
1080.0,7163,15644.45284
570.0,3585,15649.073804
670.0,3955,15652.56547
555.0,2974,15655.159217
570.0,4341,15659.040936
800.0,3789,15662.367906
1180.0,5713,15667.526236
1070.0,8323,15674.923064
570.0,3311,15677.914175
600.0,3893,15682.835403
415.0,4007,15686.416932
435.0,2389,15698.949758
550.0,3347,15702.034944
575.0,4163,15705.757486
545.0,4265,15709.869686
1110.0,8099,15718.416784
905.0,7439,15725.13847
1700.0,7385,15731.697687
1325.0,7041,15737.93981
570.0,3999,15741.412258
745.0,3831,15746.276961
770.0,3878,15749.733842
605.0,2973,15752.436306
1405.0,7589,15759.022519
575.0,3957,15762.548498
575.0,4371,15766.369036
695.0,3699,15769.679467
1290.0,6003,15776.465969
520.0,3168,15779.26323
545.0,3059,15781.962385
700.0,4073,15785.7128
575.0,4335,15789.623337
750.0,3789,15807.374292
1130.0,6697,15813.553212
555.0,3489,15816.73752
515.0,3521,15819.810633
1330.0,7247,15826.380729
575.0,4736,15831.045281
410.0,3175,15833.812225
575.0,3273,15838.395328
515.0,3455,15841.415585
800.0,4893,15845.780244
745.0,3209,15848.667821
405.0,2092,15850.543228
490.0,3473,15853.661291
545.0,3455,15856.711232
515.0,3744,15860.05111
905.0,5471,15864.892822
570.0,3733,15869.769579
490.0,3895,15873.264286
650.0,2607,15875.603094
335.0,2796,15878.110081
545.0,3587,15881.310141
600.0,3457,15884.282118
1225.0,6887,15890.429897
645.0,3537,15893.58921
575.0,4215,15897.329951
505.0,3015,15915.655029
415.0,3364,15918.910363
440.0,3025,15921.616152
605.0,3361,15924.590385
540.0,3457,15927.623636
640.0,3633,15932.356546
540.0,4095,15935.92133
575.0,3216,15938.77026
455.0,3565,15941.997279
725.0,3279,15944.93338
1145.0,7576,15952.015332
740.0,3223,15954.966366
570.0,4099,15958.765539
770.0,3275,15961.698852
520.0,3137,15966.145087
1400.0,6763,15972.258193
600.0,3833,15975.754985
540.0,4161,15979.535398
605.0,3783,15982.982067
940.0,6479,15988.905451
540.0,3408,15992.013353
2060.0,10231,16002.760517
1435.0,6971,16008.971395
600.0,3635,16022.979818
575.0,4255,16028.400101
570.0,3301,16031.398621
775.0,4405,16035.315641
600.0,3617,16038.99613
1430.0,6749,16045.082638
480.0,2953,16047.821253
720.0,3285,16050.817415
430.0,3053,16053.555035
570.0,2825,16056.06835
895.0,5460,16062.569987
770.0,4219,16066.290092
575.0,3439,16069.683253
460.0,3297,16072.734965
1315.0,7123,16079.212784
745.0,4350,16083.366384
1145.0,8089,16092.171557
800.0,4531,16096.194375
1230.0,8573,16103.920196
990.0,7901,16111.051892
600.0,3361,16113.993598
640.0,4781,16136.835615
545.0,3664,16139.915437
1145.0,7614,16147.04688
915.0,5441,16153.39318
850.0,5113,16158.05153
740.0,3116,16161.005371
520.0,3499,16164.28471
610.0,3809,16167.763604
600.0,3465,16170.866778
740.0,4551,16174.91624
1010.0,5159,16179.566779
515.0,4757,16185.309794
600.0,3849,16189.015932
870.0,5407,16193.986497
525.0,4280,16197.81773
655.0,3653,16201.129966
460.0,3657,16204.552367
635.0,4711,16208.769157
740.0,4035,16212.390165
570.0,3849,16217.221783
1175.0,8077,16224.308301
915.0,3941,16227.842136
550.0,3845,16231.311266
320.0,2229,16250.450364
1375.0,8065,16257.559483
995.0,6001,16263.054456
1120.0,6983,16269.510268
720.0,4029,16273.094417
600.0,3465,16276.082135
800.0,4175,16281.354547
570.0,4036,16284.913576
525.0,3126,16287.730525
525.0,3482,16290.888691
115.0,1733,16292.503107
570.0,3636,16295.862648
600.0,4501,16299.908969
775.0,4957,16304.51896
1375.0,8043,16313.591325
525.0,3424,16316.71854
490.0,3787,16320.223213
970.0,3372,16323.280275
570.0,4723,16327.372586
800.0,3937,16330.953402
520.0,3299,16333.984486
850.0,4747,16338.28186
570.0,4259,16343.647223
570.0,4165,16362.481043
545.0,3255,16365.380012
520.0,3296,16368.634006
515.0,4253,16373.921433
455.0,2729,16376.431668
780.0,4903,16380.883929
1020.0,6601,16386.835534
635.0,4309,16390.791902
540.0,3510,16393.996405
715.0,3651,16397.217704
1345.0,7663,16405.67173
790.0,6327,16411.386625
570.0,3251,16414.263417
605.0,4213,16417.989047
770.0,4569,16421.984026
770.0,4140,16425.792658
1175.0,7755,16433.119722
545.0,3518,16437.803232
405.0,3747,16441.22636
575.0,3784,16444.657743
440.0,4371,16448.570466
745.0,4041,16452.242383
1230.0,7813,16476.890425
575.0,2853,16479.613041
545.0,3620,16483.002566
570.0,3954,16486.603576
545.0,3180,16489.820393
465.0,3983,16493.460432
685.0,3621,16496.775611
745.0,3475,16501.427946
800.0,3881,16505.019765
510.0,3067,16507.897804
570.0,4381,16511.917454
1270.0,6909,16518.172356
280.0,2037,16520.064724
525.0,3769,16523.517627
715.0,4031,16527.210983
800.0,3777,16532.170169
375.0,2327,16534.289373
800.0,3699,16537.652057
600.0,3751,16541.075144
600.0,3939,16544.619834
545.0,2874,16547.211922
835.0,6055,16553.097975
1235.0,8037,16560.282661
575.0,4329,16565.760004
770.0,4607,16569.901657
575.0,4411,16591.734727
660.0,3377,16596.64062
1470.0,6757,16602.972796
740.0,4761,16607.289659
455.0,2839,16609.926434
520.0,3912,16613.421499
600.0,3649,16616.673891
575.0,4197,16620.445784
925.0,5687,16627.209775
600.0,4447,16631.253502
500.0,3569,16634.508739
530.0,3446,16637.554021
805.0,3737,16640.880209
800.0,3773,16644.251164
570.0,3999,16647.753578
575.0,4747,16651.991298
1075.0,8247,16661.181691
515.0,3912,16664.698023
1000.0,3169,16667.523131
500.0,4231,16671.658349
570.0,3422,16674.734026
545.0,4043,16678.312846
775.0,3624,16681.602673
800.0,4073,16685.212583
360.0,2459,16699.457223
1095.0,7257,16705.857068
600.0,4037,16709.464541
575.0,3123,16712.369145
600.0,4119,16716.338494
600.0,3257,16720.767715
570.0,3325,16723.735069
480.0,3759,16727.103957
535.0,4093,16730.778806
575.0,3719,16734.165404
565.0,3658,16737.47013
550.0,3716,16740.849718
415.0,3229,16743.829573
550.0,2917,16746.49531
805.0,3459,16751.164402
1065.0,6509,16756.943957
815.0,5497,16761.95348
570.0,3542,16765.120469
950.0,4499,16769.189997
570.0,3653,16772.44133
745.0,3801,16775.802801
775.0,3317,16778.844071
745.0,3692,16783.626155
315.0,2199,16785.595134
520.0,3444,16789.140063
525.0,3808,16792.72219
545.0,3901,16815.377677
700.0,5837,16821.132358
360.0,2591,16823.482632
570.0,3934,16826.92773
450.0,3497,16830.07756
800.0,4249,16833.855509
575.0,4735,16838.12414
440.0,4163,16841.898329
825.0,6173,16848.910318
550.0,3805,16852.318786
610.0,3213,16855.293384
1215.0,7541,16862.122993
975.0,3949,16865.657921
570.0,3504,16868.783566
740.0,3597,16871.963758
495.0,3073,16874.729002
1155.0,8022,16883.35067
805.0,3949,16886.907416
800.0,4163,16890.527588
800.0,3925,16894.010824
545.0,3017,16896.725233
515.0,3996,16900.283952
485.0,3577,16903.684022
570.0,3649,16908.4229
800.0,4183,16930.727392
1135.0,5721,16935.853452
545.0,4232,16941.530422
545.0,3280,16944.409175
725.0,3382,16947.360503
540.0,4595,16951.47236
475.0,3893,16955.038913
945.0,6321,16960.936371
1150.0,6486,16966.770797
545.0,3288,16971.257634
600.0,3899,16974.758721
660.0,4625,16978.83916
545.0,3180,16981.798941
600.0,4335,16985.853132
570.0,3645,16989.199145
1300.0,5959,16994.556054
740.0,3213,16997.486609
600.0,3525,17000.646528
420.0,2535,17004.375784
610.0,3245,17007.263632
1035.0,6561,17013.106955
545.0,2988,17015.833795
545.0,3896,17019.265781
600.0,4445,17040.517352
1090.0,6443,17046.727478
495.0,3817,17050.239995
1255.0,6759,17056.349492
490.0,3985,17060.024337
1150.0,7743,17068.537519
545.0,4314,17072.436626
570.0,4076,17076.136858
575.0,3621,17079.421274
340.0,2839,17082.072003
665.0,3853,17085.657966
520.0,3457,17088.858197
545.0,3698,17092.183963
800.0,4261,17097.459904
1205.0,6873,17103.689021
575.0,3493,17106.934151
545.0,3491,17110.053416
1000.0,3765,17113.447963
970.0,3806,17116.889445
545.0,3753,17120.339318
575.0,4523,17124.428569
1035.0,5375,17130.769631
580.0,3621,17134.033926
580.0,3344,17152.03569
800.0,3243,17154.897033
780.0,3514,17158.04664
745.0,4233,17163.41715
600.0,4105,17167.700675
1365.0,6988,17174.054992
715.0,3744,17177.436645
600.0,4127,17181.119371
430.0,2796,17183.686732
600.0,4119,17187.309864
1090.0,7295,17195.360824
575.0,3417,17198.306138
570.0,3531,17201.47586
1110.0,7993,17208.93179
755.0,3735,17212.205488
805.0,3933,17215.712719
745.0,3577,17218.924036
505.0,3217,17223.329247
350.0,2113,17225.277623
575.0,3904,17228.822354
545.0,4156,17232.538593
1285.0,7013,17238.73929
600.0,3659,17241.967245
575.0,3557,17245.116452
600.0,3647,17263.829364
1125.0,6889,17270.352132
770.0,3327,17273.339368
1145.0,7167,17279.648798
840.0,4405,17283.996919
575.0,2810,17287.987827
1205.0,7499,17294.666501
1745.0,7589,17301.417676
1245.0,5754,17306.529462
540.0,3708,17309.886715
890.0,6467,17315.64646
475.0,3505,17320.256487
1165.0,5231,17325.08315
620.0,3617,17328.313595
460.0,3147,17331.206113
945.0,6251,17336.798216
750.0,3793,17340.238834
485.0,3301,17343.189682
510.0,3457,17346.364872
545.0,3767,17351.126949
755.0,3783,17354.614272
570.0,3649,17357.832468
525.0,3361,17374.332657
1555.0,7373,17382.52136
1775.0,7040,17388.771707
545.0,3296,17391.736625
1420.0,7147,17398.210427
