,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_target_kl,params_vf_coef,state
90,90,-inf,2025-02-02 22:16:52.496762,2025-02-02 22:16:52.526594,0 days 00:00:00.029832,tanh,27,0.25413432241403966,0.004307757120834162,0.8003969277869987,0.9998362738809309,9.759985105013476e-05,1.432754437221279,6,192,small,0.12465143184076113,0.5517755179372994,COMPLETE
91,91,-inf,2025-02-02 22:16:52.527377,2025-02-02 22:16:52.556137,0 days 00:00:00.028760,tanh,205,0.2443548173888202,0.0020202931980698832,0.9459271134702962,0.9297407301721374,4.1947373427961096e-05,3.734087703852385,4,112,small,0.19611531720621564,0.5361761596243992,COMPLETE
92,92,-inf,2025-02-02 22:16:52.556870,2025-02-02 22:16:52.586075,0 days 00:00:00.029205,tanh,227,0.2619947260799748,0.008220828278540423,0.8507221687638772,0.9358609180769744,4.731075817401237e-05,3.3721667251982668,3,108,small,0.19730539676935946,0.9348506311783105,COMPLETE
93,93,-inf,2025-02-02 22:16:52.586790,2025-02-02 22:16:52.617119,0 days 00:00:00.030329,tanh,193,0.2948213775919818,3.217196359617834e-05,0.9404976032538699,0.9383045540162712,3.217776930684774e-05,3.138192428265514,5,100,small,0.18678762610932223,0.5236087053927445,COMPLETE
94,94,-inf,2025-02-02 22:16:52.617848,2025-02-02 22:16:52.647639,0 days 00:00:00.029791,tanh,207,0.2715202975631981,0.0016292740179691119,0.9306041377189058,0.953243204116502,0.000993332665400313,3.5486144419165373,4,125,small,0.08240340574098776,0.5007448891574406,COMPLETE
95,95,-inf,2025-02-02 22:16:52.648362,2025-02-02 22:16:52.679750,0 days 00:00:00.031388,relu,217,0.240049564206367,0.001286691525002822,0.8078268240634459,0.9316467430651989,8.060717043777596e-05,3.2567446373996685,1,179,small,0.15986546689071635,0.85372181164858,COMPLETE
96,96,-inf,2025-02-02 22:16:52.680463,2025-02-02 22:16:52.710195,0 days 00:00:00.029732,tanh,184,0.28631276404395045,0.00473249181676986,0.9100374998404409,0.9150762357028308,5.684235519392762e-05,3.8059866838114536,5,75,tiny,0.020885344080182264,0.6482983417247009,COMPLETE
97,97,-inf,2025-02-02 22:16:52.711022,2025-02-02 22:16:52.742624,0 days 00:00:00.031602,tanh,163,0.2556139369178072,0.00032703625800353613,0.8284741509081809,0.9376513089893089,2.7065513570209298e-05,3.94901047225866,8,249,small,0.17587176249050318,0.6686215198014175,COMPLETE
98,98,-inf,2025-02-02 22:16:52.743338,2025-02-02 22:16:52.775541,0 days 00:00:00.032203,relu,239,0.2662570709554615,0.0022221448615121855,0.9161230329169734,0.945921287518656,3.875992944565762e-05,3.008554615362305,6,233,small,0.12009212883841872,0.5353610888302067,COMPLETE
99,99,-inf,2025-02-02 22:16:52.776258,2025-02-02 22:16:52.806881,0 days 00:00:00.030623,tanh,14,0.230728725187409,1.0383645521173948e-05,0.9050130032813991,0.9562110807341262,6.87754819815779e-05,0.6539794815166058,3,134,tiny,0.19181226698391082,0.8406506814340166,COMPLETE
